All traffic signals
PX,Main,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
"2068","MIDLAND AVE","","GILDER DR","LORD ROBERTS DR","","","111028","13452253","324215.616032","4843816.02779","43.73606","-79.25876","2006-08-09 12:10:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2069","ASHTONBEE RD","","HAKIMI AVE","PRIVATE ACCESS","","","20362192","20362193","321535.086","4843134.322","43.73","-79.29195","2010-10-26 11:50:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2070","LEBOVIC AVE","300m SOUTH OF","EGLINTON AVE E","PRIVATE ACCESS","","","14187336","","321679.526","4842498.658","43.72429","-79.29027","2009-10-20 10:00:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2071","MARTIN GROVE RD","","VULCAN ST","PRIVATE ACCESS","","","908213","13457727","298564.7477","4840368.9461","43.70526","-79.57714","2009-09-22 10:40:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2072","ALBION RD","","CODLIN CRES","CLAIREPORT CRES","","","7062996","13451185","294116.2777","4845098.06402","43.74778","-79.63245","2006-06-21 00:00:00.0","TransSuite","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","0","0","0","4"
"2074","SHEPPARD AVE E","","CONLINS RD","","","","104503","13442883","329714.973","4851401.946","43.80423","-79.19015","2007-01-18 10:20:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","0","0","0","3"
"2075","BATHURST ST","","DOUGLAS AVE","COVINGTON RD","","","444758","","310411.89629","4842104.395976","43.72088","-79.43014","2007-06-08 11:45:00.0","MTSS","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","0","0","4"
"2076","AVENUE RD","26m SOUTH OF","ROE AVE","","","","443480","","311279.2671","4843362.788","43.73218","-79.41937","2006-11-17 15:00:00.0","SCOOT","","PED","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","2"
"2078","THE POND RD","","SENTINEL RD","PRIVATE ACCESS","YORK UNIVERSITY","","5716519","13447680","304576.63199","4847556.489","43.77002","-79.50248","2007-09-13 10:55:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2079","IAN MACDONALD BLVD","","THE POND RD","SHOREHAM DR","","","5853716","13447313","303863.18944","4847843.11581","43.77258","-79.5114","2007-08-08 12:25:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","4"
"2080","SHOREHAM DR","","MURRAY ROSS PKWY","PRIVATE ACCESS","YORK UNIVERSITY","","5853716","13447414","303668.418","4847771.483","43.77189","-79.51372","2007-08-08 13:30:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","4"
"2081","KING ST W","","JOE SHUSTER WAY","","","","20056884","20056886","310952.016","4833089.909","43.63973","-79.42358","2006-12-07 13:30:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","3"
"2082","ISLINGTON AVE","","GOLFDOWN DR","","","","8237441","13455052","300099.986","4842172.546","43.72154","-79.55809","2007-04-18 11:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2083","BLOOR ST W","","WALMER RD","ROBERT ST","","","1143142","13464161","312416.91177","4836050.45669","43.66637","-79.40533","2007-04-03 10:30:00.0","TransSuite","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","0","0","0","4"
"2084","DUNDAS ST W","","GILMOUR AVE","","","","8006517","13464453","306481.028","4835958.009","43.66559","-79.47897","2007-03-08 10:40:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","4"
"2085","JARVIS ST","170m NORTH OF","DUNDAS ST E","","","","2597802","","314854.342","4835184.849","43.65857","-79.37511","2007-04-17 10:45:00.0","TransSuite","","PED","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","2"
"2086","DUPONT ST","","HOWLAND AVE","","","","1141581","13462937","311892.7823","4836864.1237","43.67371","-79.41182","2007-02-28 12:30:00.0","TransSuite","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2087","QUEEN ST W","","ST PATRICK ST","","","","1145369","13466676","313767.021","4834281.529","43.65043","-79.38858","2007-03-09 11:23:00.0","MTSS","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","1","0","0","3"
"2088","QUEEN ST W","","PORTLAND ST","","","","8031928","13467150","312737.299","4833978.843","43.64774","-79.40141","2007-02-22 12:30:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","3"
"2089","LAKE SHORE BLVD W","25m EAST OF","BUDAPEST LANE","","","","30007496","","309003.73","4832789.441","43.63704","-79.44753","2007-06-28 10:05:00.0","SCOOT","","PED","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","1"
"2090","SHEPPARD AVE W","33m WEST OF","BUCKLAND RD","","","","10257867","","304479.617751","4844337.75217","43.74104","-79.50378","2007-07-05 14:25:00.0","TransSuite","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","2"
"2091","MIDLAND AVE","175m NORTH OF","MCNICOLL AVE","PRIVATE ACCESS","","","20050383","","321448.6525","4852685.234","43.81608","-79.29288","2007-05-03 11:40:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2092","SHEPPARD AVE E","","HERONS HILL WAY","","","210m EAST OF YORKLAND RD","30013029","30013028","318055.338","4848186.875","43.775532908962","-79.3351078033447","2011-02-16 12:40:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2093","BIRCHMOUNT RD","","RANSTONE GDNS","","","","111078","13451881","322404.007","4844103.976","43.73868","-79.28126","2007-03-08 11:45:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2095","MCNICOLL AVE","","INNISLAWN RD","","","","104380","13442771","319542.496","4851729.142","43.8074","-79.31654","2007-09-19 13:30:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2096","BREMNER BLVD","","NAVY WHARF CRT","","","","12763895","13468106","313538.449","4833206.279","43.64077","-79.39158","2007-04-05 10:15:00.0","TransSuite","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","4"
"2097","DUPONT ST","","EDWIN AVE","","","","8312902","13464529","308373.37688","4835879.195063","43.66491","-79.45549","2007-04-11 10:45:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2098","CORPORATE DR","","LEE CENTRE DR","","","","12706462","13445715","325146.767","4848761.872","43.78059","-79.24702","2007-03-30 11:15:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2099","DANFORTH RD","","NESTON AVE","TYNE CRT","","","111170","13452647","325031.499","4843519","43.73338","-79.24867","2007-06-07 11:25:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","4"
"2100","BIRCHMOUNT RD","","MODERN RD","","","","4889825","13451008","322224.9708","4844704.9932","43.74411","-79.28343","2007-07-12 10:45:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2101","BRIMLEY RD","","BERNADINE ST","APPLEFIELD DR","","","108322","13447415","324043.539","4847401.994","43.76835","-79.26077","2007-07-18 10:25:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","4"
"2102","BIRCHMOUNT RD","","VAUXHALL DR","","","","7171584","13448803","321732.559","4846354.964","43.75898","-79.28949","2007-07-24 10:45:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2103","MIDLAND AVE","35m SOUTH OF","NORBURY CRES","","","","2820380","","323584.23","4845983.3","43.75562","-79.26653","2007-10-25 09:45:00.0","Awaiting TransSuite Control","","PED","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","2"
"2104","KINGSTON RD","","QUEENSBURY AVE","","","","3177769","13460471","322973.042","4838186.265","43.68547","-79.27438","2007-08-15 10:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2105","LESLIE ST","60m SOUTH OF","FRANCINE DR","","","","436356","","315128.4512","4851377.02299","43.80412","-79.37138","2008-01-18 13:30:00.0","TransSuite","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","2"
"2106","FINCH AVE W","30m WEST OF","ENDELL ST","","","","11129595","","309796.91767","4848100.627948","43.7747932494444","-79.4379289675","2008-04-30 00:20:00.0","MTSS","","PED","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","1","0","0","2"
"2107","PARKWOODS VILLAGE DR","45m NORTH OF","BROOKBANKS DR","","","","5040647","","318954.243","4846592.236","43.76121","-79.32402","2008-01-11 13:05:00.0","TransSuite","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","2"
"2108","LAWRENCE AVE W","","BROOKHAVEN DR","","","","9796859","13457705","305051.589","4840268.609","43.70437","-79.49665","2007-10-17 12:30:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2109","SHEPPARD AVE E","","GREENBRIAR RD","PRIVATE ACCESS","","","438973","13447653","314419.203","4847390.433","43.76844","-79.38029","2007-09-12 10:15:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2110","MORNINGSIDE AVE","120m SOUTH OF","KINGSTON RD","PRIVATE ACCESS","","","9135170","","330028.41","4847552.77","43.76954","-79.18643","2007-11-27 10:40:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2111","LAWRENCE AVE E","","BAYVIEW AVE NB RAMP","CHEDDINGTON PL","YORK UNIVERSITY ACCESS","","12675242","13453898","314320.048","4842843.566","43.7274286625","-79.3818364772222","2009-06-22 22:50:00.0","","LOCAL","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","0","0","0","4"
"2112","LESLIE ST","","COLDWATER RD","FARMSTEAD RD","","","11130086","13449536","316025.217","4845886.253","43.75486","-79.36041","2007-08-14 09:55:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","0","0","0","4"
"2113","LAKE SHORE BLVD W","","PARKSIDE DR","","","PARKSIDE DR E/B","14177830","14177831","308530.094","4832893.237","43.63803","-79.45364","1949-03-01 00:00:00.0","SCOOT","","PED","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","0","0","0","1"
"2114","LAKE SHORE BLVD W","50m EAST OF","BRITISH COLUMBIA RD","","","EB LAKE SHORE BLVD W","1147552","0","310489.216","4832147.842","43.63132","-79.42941","1979-06-20 00:00:00.0","SCOOT","","PED","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","0","0","0","1"
"2115","FINCH AVE E","","SCOTTFIELD DR","TIFFIELD RD","","","7553256","13442417","324662.941","4852128.516","43.81088","-79.2529","2011-09-09 11:40:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","4"
"2116","FINCH AVE W","200m EAST OF","CHESSWOOD DR","","","","9171301","","306783.664","4847228.711","43.76704","-79.47518","2009-03-03 11:15:00.0","Awaiting MTSS Control","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","2"
"2117","SPADINA CRES","20m SOUTH OF","RUSSELL ST","","","","1143986","13465201","312856.593","4835305.471","43.65967","-79.39993","2007-11-28 12:10:00.0","Awaiting MTSS Control","","PED","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","1","0","0","1"
"2118","SPADINA AVE","","WELLINGTON ST W","","","","10458361","13467701","313296.53","4833570.856","43.64403","-79.3945","2007-12-21 11:20:00.0","Awaiting TransSuite Control","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","4"
"2119","KIPLING AVE","","PENLEA AVE","","","","906945","13452175","298260.038","4844339.032","43.74102","-79.58096","2007-09-26 11:45:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","4"
"2120","KIPLING AVE","","HENLEY CRES","","","","907374","13453828","298674.307367","4843177.195187","43.73054","-79.57583","2007-08-02 11:25:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2121","WESTON RD","","HABITANT DR","","","","10543103","13451292","301474.471","4844890.636","43.74602","-79.54112","2007-08-08 11:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2122","DUNDAS ST W","","SHERIDAN AVE","","","","8128443","13466880","310133.344","4834205.618","43.64978","-79.43364","2007-08-09 11:45:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","4"
"2123","ROYAL YORK RD","16m SOUTH OF","GOVERNMENT RD","","","","30017769","13465736","303495.441","4835075.822","43.6575702692566","-79.5159651339054","2007-06-14 10:20:00.0","TransSuite","","PED","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","2"
"2124","DUNDAS ST W","","CHESTNUT HILLS CRES","","","","9340339","13466556","302775.136","4834562.504","43.653","-79.52489","2007-07-26 12:15:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2125","PHARMACY AVE","","KNIGHTSBRIDGE RD","","","","112015","13455320","321414.981","4841600.953","43.71618","-79.29358","2007-08-30 13:00:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2127","W R  ALLEN RD","","DE BOERS DR","","","","20230202","20230204","307705.213","4845534.276","43.7518","-79.46369","2009-11-03 11:20:00.0","TransSuite","","SAV","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2128","DUFFERIN ST","","YORK UNIVERSITY BUSWAY","","","","20142356","20142358","307386.246","4847773.519","43.7719","-79.46766","2009-11-04 11:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2129","ALNESS ST","","YORK UNIVERSITY BUSWAY","","","","20142352","20142354","307025.806","4847696.756","43.771226","-79.472145","2009-11-04 12:20:00.0","TransSuite","","SAV","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","4"
"2130","MURRAY ROSS PKWY","","COLUMBIA GT","EVELYN WIGGINS DR","","YORK UNIVERSITY BUSWAY","20149133","13448189","305243.531","4847154.466","43.766346","-79.494262","2009-08-19 11:15:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","5"
"2131","THE POND RD","","JAMES GILLIES ST","YORK UNIVERSITY BUSWAY","","","20149156","20058448","305032.123","4847692.574","43.7711370769444","-79.4971167752778","2009-08-19 13:20:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","5"
"2132","YORK BLVD","","YORK UNIVERSITY BUSWAY","PRIVATE ACCESS","PARKING LOT","","20149167","20149169","305041.414","4848062.465","43.7744665594444","-79.4970012044444","2009-08-26 11:55:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","4"
"2133","BATHURST ST","","CARIBOU RD","DELL PARK AVE","","","445207","13455397","310471.906","4841744.483","43.7175748472222","-79.4296114291667","2007-10-04 13:15:00.0","MTSS","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","1","0","0","4"
"2134","DUFFERIN ST","","SASKATCHEWAN RD","","","","1147517","13469026","310841.745","4832308.071","43.6326309161111","-79.4251273952778","2007-05-31 10:30:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","3"
"2135","LAKE SHORE BLVD W","","SYMONS ST","","","","7963700","13470205","305563.5247","4829625.4983","43.60858","-79.49032","2007-10-17 10:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2136","LAKE SHORE BLVD W","","HILLSIDE AVE","","","","7963866","13470146","305588.688","4829913.087","43.61116","-79.49","2007-10-23 10:50:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2137","KIPLING AVE","","HINTON RD","PRIVATE ACCESS","","","6052173","13454463","298864.624","4842647.003","43.72572","-79.5734","2007-12-05 10:50:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","4"
"2138","WESTON RD","70m SOUTH OF","DAMASK AVE","","","","442651","","301563.99","4844358.219","43.74119","-79.53997","2007-09-25 11:40:00.0","TransSuite","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","2"
"2139","KIPLING AVE","","SNARESBROOK DR","PRIVATE ACCESS","","","9667014","13455043","299022.437","4842197.001","43.72172","-79.57148","2007-12-06 10:20:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","4"
"2140","ALBION RD","280m EAST OF","FINCH AVE W","","","","906946","","297884.67577","4844290.30631","43.7405855243917","-79.5856690406799","2007-12-20 11:20:00.0","TransSuite","","PED","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","2"
"2141","WESTON RD","","BIRDSTONE CRES","","","NORTH INTERSECTION","14659125","14659127","307254.6655","4836909.6949","43.6740732130556","-79.4695597486111","2007-10-24 10:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2142","FINCH AVE E","110m EAST OF","YONGE ST","PRIVATE ACCESS","TTC ACCESS","","20040541","","311683.971","4848680.269","43.78007","-79.41425","2008-04-17 15:45:00.0","SCOOT","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2143","CHERRY ST","","COMMISSIONERS ST","","","","14066690","13467444","316685.122","4833718.596","43.645257315","-79.3526822366667","2009-07-17 10:08:00.0","Awaiting SCOOT Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2145","EVANS AVE","","BESTOBELL RD","","","","7336723","13470125","301533.931","4830077.997","43.6125742611111","-79.5404614588889","2007-12-04 12:10:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2146","BELFIELD RD","","IRON ST","","","","908347","13458423","298243.398","4839858.608","43.7005921297222","-79.5813447119444","2007-11-27 11:30:00.0","Awaiting TransSuite Control","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","0","0","0","4"
"2147","WARDEN AVE","260m NORTH OF","BERTRAND AVE","","","GATINEAU HYDRO CORRIDOR TRAIL","30020237","30020236","321648.302","4843732.254","43.735467","-79.290688","2011-09-15 14:30:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","2"
"2149","VICTORIA PARK AVE","170m NORTH OF","DENTON AVE","PRIVATE ACCESS","VICTORIA PARK STATION","","11382305","","321741.964","4839180.518","43.6943144230981","-79.289590716362","2010-05-21 11:45:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","3"
"2150","FINCH AVE W","","EDITHVALE DR","PRIVATE ACCESS","","","9038822","13446496","310655.581","4848363.486","43.7771530183333","-79.4272599072222","2008-05-07 11:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","1","0","0","4"
"2151","DUFFERIN ST","","GIBSON ST","","","","9781088","13459999","308968.951","4838717.508","43.6903378963889","-79.4482865755556","2009-02-17 13:45:00.0","Awaiting MTSS Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","0","0","3"
"2152","ROYAL YORK RD","","GLENROY AVE","","","","10144656","13468117","304035.99","4833366.59","43.6421832788889","-79.5094695294444","2008-01-08 10:12:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","3"
"2153","WESTON RD","","SIDNEY BELSEY CRES","PRIVATE ACCESS","","","6069066","13459646","304407.6116","4839033.0701","43.69325","-79.50466","2008-07-03 10:50:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2154","HUMBERWOOD BLVD","","MORNING STAR DR","","","","30032724","30032673","294937.72200000001","4842698.7400000002","43.726157000000001","-79.622225","2008-06-11 13:30:00.0","Awaiting MTSS Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","0","0","3"
"2156","MARKHAM RD","","SELECT AVE","","","","20364355","20364357","324807.918","4854639.407","43.8333966480556","-79.2512214569445","2008-11-12 11:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2157","INGRAM DR","","KINCORT ST","PRIVATE ACCESS","","","5378127","13458175","307246.6557","4839879.5974","43.7008060911111","-79.4696454180556","2008-07-16 11:48:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","0","0","0","4"
"2158","BRIDLETOWNE CRCL","","BEVERLY GLEN BLVD","PRIVATE ACCESS","BRIDLEWOOD MALL","","105159","13443533","319260.642","4850852.157","43.7994360022222","-79.3202980711111","2008-10-07 12:30:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2159","MCLEVIN AVE","","PINERY TRL (WEST)","PRIVATE ACCESS","","","14236848","14236850","326877.691","4851618.564","43.8061464813889","-79.2256105661111","2008-10-07 11:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2160","MARKHAM RD","190m SOUTH OF","STEELES AVE E","PRIVATE ACCESS","","PRIVATE ACCESS BOTH SIDES","20364356","","324801.59","4854800.915","43.83491","-79.251069","2009-06-18 14:15:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2161","STEELES AVE E","","MARYDALE AVE","PRIVATE ACCESS","","","14228231","14228233","324540.455","4854908.484","43.8358254355556","-79.2545369975","2008-10-09 11:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2163","BAMBURGH CRCL","","WINTERMUTE BLVD","","","","3049683","13442146","319060.104","4852701.867","43.816115","-79.322537","2010-05-20 13:30:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2164","WILLOWDALE AVE","","ABITIBI AVE","","","","436608","13443911","311722.2071","4850629.7425","43.7975428863889","-79.4139807438889","2009-06-16 10:45:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2165","BIRCHMOUNT RD","","STALEY TER","","","","104441","13442802","320041.5011","4851676.0041","43.8068357886111","-79.3105713691667","2009-06-17 10:15:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2166","BIRCHMOUNT RD","","CHELWOOD RD","PRIVATE ACCESS","","","111688","13453971","322828.697","4842625.029","43.7253035805556","-79.2762344413889","2009-02-06 12:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2167","PORT UNION RD","","ADENMORE RD","CLAPPISON BLVD","","","4907250","13445421","333968.683","4848890.125","43.7813421033333","-79.137631135","2008-08-28 01:10:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2168","BIRCHMOUNT RD","","BONNIEWOOD RD","","","","4382042","13453581","322745.795","4842888.021","43.7276728513889","-79.2772546113889","2009-01-27 15:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2169","BRIMLEY RD","","COMRIE TER","ANSON AVE","","","111647","13454035","325492.6087","4842532.1996","43.72439724","-79.2431744169444","2009-07-03 11:12:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2170","PHARMACY AVE","","BOLSTER AVE","NANCY AVE","","","112472","","321753.302","4840518.159","43.70642","-79.28942","2008-08-26 13:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2171","MORNINGSIDE AVE","28m NORTH OF","LING RD","","","","108387","","330083.981","4847258.799","43.76661","-79.18563","2009-07-15 10:00:00.0","TransSuite","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","2"
"2172","SCARBOROUGH GOLF CLUB RD","","PAR AVE","","","","108666","13447911","327615.281","4846967.738","43.7642614091667","-79.2166414469445","2009-07-09 10:10:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2173","MORNINGSIDE AVE","","DANZIG ST","","","","108846","13447752","330155.663","4847038.002","43.76487","-79.18486","2009-07-15 00:50:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2174","SCARBOROUGH GOLF CLUB RD","","BANKWELL AVE","SLAN AVE","","","107721","13446602","327319.242","4847960.653","43.7732078527778","-79.2202764675","2009-07-08 12:48:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2175","BELLAMY RD N","","AMARILLO DR","PRIVATE ACCESS","","","110187","13450191","326371.747","4845221.59","43.74865","-79.23192","2008-12-11 14:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2176","STEELES AVE E","280 M WEST OF","MARYDALE AVE","PRIVATE ACCESS","","","14303971","","324320.467","4854837.323","43.8351907522222","-79.2572750158333","2008-11-12 00:00:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2177","YONGE ST","280m SOUTH OF","CUMMER AVE","PRIVATE ACCESS","5791 YONGE ST","","14661307","","311489.447","4849162.48","43.78439","-79.41666","2009-10-06 13:30:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
"2178","LAWRENCE AVE E","","ELINOR AVE","","","","110467","13451060","320847.924","4844702.011","43.7440445377778","-79.3007569391667","2008-08-27 11:30:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","3"
"2179","MORTIMER AVE","","WOODMOUNT AVE","","","","1449","13459399","319439.284","4838908.148","43.69198","-79.31817","2008-09-18 11:25:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","0","0","0","4"
